ID,Label,Depth,Num_Parents,Num_Children,Num_Descendants,Max_Num_Descendant_Diff
http://purl.obolibrary.org/obo/HP_0000834,Abnormality of the adrenal glands,2,1,2,44,118
http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,2,1,4,12,150
http://purl.obolibrary.org/obo/HP_0000864,Abnormality of the hypothalamus-pituitary axis,2,1,3,62,100
http://purl.obolibrary.org/obo/HP_0000873,Diabetes insipidus,2,1,2,2,160
http://purl.obolibrary.org/obo/HP_0000924,Abnormality of the skeletal system,2,1,4,6305,0
http://purl.obolibrary.org/obo/HP_0000951,Abnormality of the skin,2,1,4,843,0
http://purl.obolibrary.org/obo/HP_0001194,Abnormalities of placenta or umbilical cord,2,1,4,66,62
http://purl.obolibrary.org/obo/HP_0001218,Autoamputation,2,1,2,2,4406
http://purl.obolibrary.org/obo/HP_0001438,Abnormal abdomen morphology,2,1,9,24,384
http://purl.obolibrary.org/obo/HP_0001510,Growth delay,2,1,5,38,0
http://purl.obolibrary.org/obo/HP_0001528,Hemihypertrophy,2,2,2,2,4406
http://purl.obolibrary.org/obo/HP_0001560,Abnormality of the amniotic fluid,2,1,7,8,120
http://purl.obolibrary.org/obo/HP_0001609,Hoarse voice,2,1,1,1,6
http://purl.obolibrary.org/obo/HP_0001611,Hypernasal speech,2,1,0,0,7
http://purl.obolibrary.org/obo/HP_0001618,Dysphonia,2,1,2,2,5
http://purl.obolibrary.org/obo/HP_0001621,Weak voice,2,1,0,0,7
http://purl.obolibrary.org/obo/HP_0001622,Premature birth,2,1,5,5,123
http://purl.obolibrary.org/obo/HP_0001686,Loss of voice,2,1,0,0,7
http://purl.obolibrary.org/obo/HP_0001699,Sudden death,2,1,2,2,93
http://purl.obolibrary.org/obo/HP_0001787,Abnormal delivery,2,1,12,19,109
http://purl.obolibrary.org/obo/HP_0001872,Abnormality of thrombocytes,2,1,2,72,213
http://purl.obolibrary.org/obo/HP_0001877,Abnormal erythrocyte morphology,2,1,22,146,139
http://purl.obolibrary.org/obo/HP_0001881,Abnormal leukocyte morphology,2,2,4,285,0
http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,2,1,17,88,197
http://purl.obolibrary.org/obo/HP_0001928,Abnormality of coagulation,2,1,6,77,208
http://purl.obolibrary.org/obo/HP_0001946,Ketosis,2,1,2,7,670
http://purl.obolibrary.org/obo/HP_0001977,Abnormal thrombosis,2,1,8,27,258
http://purl.obolibrary.org/obo/HP_0001978,Extramedullary hematopoiesis,2,1,0,0,285
http://purl.obolibrary.org/obo/HP_0002012,Abnormality of the abdominal organs,2,1,7,314,94
http://purl.obolibrary.org/obo/HP_0002597,Abnormality of the vasculature,2,1,8,899,0
http://purl.obolibrary.org/obo/HP_0002795,Abnormal respiratory system physiology,2,1,23,180,316
http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,2,1,16,1987,2421
http://purl.obolibrary.org/obo/HP_0002817,Abnormality of the upper limb,2,1,21,2846,1562
http://purl.obolibrary.org/obo/HP_0003011,Abnormality of the musculature,2,1,4,736,5569
http://purl.obolibrary.org/obo/HP_0003110,Abnormality of urine homeostasis,2,2,12,498,179
http://purl.obolibrary.org/obo/HP_0003117,Abnormal circulating hormone concentration,2,1,36,162,0
http://purl.obolibrary.org/obo/HP_0003546,Exercise intolerance,2,1,1,1,94
http://purl.obolibrary.org/obo/HP_0003549,Abnormality of connective tissue,2,1,13,257,6048
http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,2,1,8,35,373
http://purl.obolibrary.org/obo/HP_0004323,Abnormality of body weight,2,1,5,30,8
http://purl.obolibrary.org/obo/HP_0004377,Hematological neoplasm,2,2,7,47,238
http://purl.obolibrary.org/obo/HP_0004378,Abnormality of the anus,2,1,3,21,387
http://purl.obolibrary.org/obo/HP_0005561,Abnormal bone marrow cell morphology,2,1,16,47,238
http://purl.obolibrary.org/obo/HP_0007289,Limb fasciculations,2,3,0,0,4408
http://purl.obolibrary.org/obo/HP_0007379,Neoplasm of the genitourinary tract,2,2,5,116,1086
http://purl.obolibrary.org/obo/HP_0008373,Puberty and gonadal disorders,2,1,9,25,137
http://purl.obolibrary.org/obo/HP_0009088,Speech articulation difficulties,2,2,1,3,7
http://purl.obolibrary.org/obo/HP_0009127,Abnormality of the musculature of the limbs,2,2,10,109,4299
http://purl.obolibrary.org/obo/HP_0009815,Aplasia/hypoplasia of the extremities,2,2,6,466,3942
http://purl.obolibrary.org/obo/HP_0010978,Abnormality of immune system physiology,2,1,14,1039,0
http://purl.obolibrary.org/obo/HP_0011017,Abnormal cellular physiology,2,2,22,277,400
http://purl.obolibrary.org/obo/HP_0011024,Abnormality of the gastrointestinal tract,2,1,3,408,0
http://purl.obolibrary.org/obo/HP_0011025,Abnormal cardiovascular system physiology,2,1,20,430,469
http://purl.obolibrary.org/obo/HP_0011034,Amyloidosis,2,1,13,20,657
http://purl.obolibrary.org/obo/HP_0011138,Abnormal skin adnexa morphology,2,1,5,333,510
http://purl.obolibrary.org/obo/HP_0011792,Neoplasm by histology,2,1,8,173,539
http://purl.obolibrary.org/obo/HP_0011793,Neoplasm by anatomical site,2,1,21,712,0
http://purl.obolibrary.org/obo/HP_0011843,Abnormal musculoskeletal physiology,2,1,8,443,5862
http://purl.obolibrary.org/obo/HP_0012029,Abnormal urine hormone level,2,1,6,6,156
http://purl.obolibrary.org/obo/HP_0012093,Abnormality of endocrine pancreas physiology,2,2,1,10,152
http://purl.obolibrary.org/obo/HP_0012252,Abnormal respiratory system morphology,2,1,6,496,0
http://purl.obolibrary.org/obo/HP_0012337,Abnormal homeostasis,2,1,10,187,490
http://purl.obolibrary.org/obo/HP_0012372,Abnormal eye morphology,2,1,13,769,0
http://purl.obolibrary.org/obo/HP_0012373,Abnormal eye physiology,2,1,20,567,202
http://purl.obolibrary.org/obo/HP_0012378,Fatigue,2,1,3,3,92
http://purl.obolibrary.org/obo/HP_0012531,Pain,2,1,39,95,0
http://purl.obolibrary.org/obo/HP_0012620,Cloacal abnormality,2,2,2,2,1200
http://purl.obolibrary.org/obo/HP_0012638,Abnormal nervous system physiology,2,1,29,1887,0
http://purl.obolibrary.org/obo/HP_0012639,Abnormal nervous system morphology,2,1,7,1272,615
http://purl.obolibrary.org/obo/HP_0012680,Abnormality of the pineal gland,2,1,2,9,153
http://purl.obolibrary.org/obo/HP_0020054,Abnormal erythrocyte physiology,2,1,3,3,282
http://purl.obolibrary.org/obo/HP_0020169,Abnormal drug response,2,1,5,5,672
http://purl.obolibrary.org/obo/HP_0025021,Abnormal erythrocyte sedimentation rate,2,1,2,2,675
http://purl.obolibrary.org/obo/HP_0025032,Abnormality of digestive system physiology,2,1,9,171,237
http://purl.obolibrary.org/obo/HP_0025033,Abnormal digestive system morphology,2,1,3,349,59
http://purl.obolibrary.org/obo/HP_0025095,Sneeze,2,1,1,1,94
http://purl.obolibrary.org/obo/HP_0025143,Chills,2,1,1,1,94
http://purl.obolibrary.org/obo/HP_0025144,Shivering,2,1,1,1,94
http://purl.obolibrary.org/obo/HP_0025276,Abnormality of skin adnexa physiology,2,1,7,14,829
http://purl.obolibrary.org/obo/HP_0025406,Asthenia,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0025429,Abnormal cry,2,1,4,4,3
http://purl.obolibrary.org/obo/HP_0025454,Abnormal CSF metabolite concentration,2,2,40,140,537
http://purl.obolibrary.org/obo/HP_0025456,Abnormal CSF protein concentration,2,2,15,25,652
http://purl.obolibrary.org/obo/HP_0025461,Abnormal cell morphology,2,1,10,39,238
http://purl.obolibrary.org/obo/HP_0025521,Increased body fat percentage,2,1,0,0,38
http://purl.obolibrary.org/obo/HP_0030166,Night sweats,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0030680,Abnormal cardiovascular system morphology,2,1,4,880,19
http://purl.obolibrary.org/obo/HP_0030853,Heterotaxy,2,1,2,9,29
http://purl.obolibrary.org/obo/HP_0030917,Low APGAR score,2,1,3,24,104
http://purl.obolibrary.org/obo/HP_0031058,Impairment of activities of daily living,2,1,6,10,85
http://purl.obolibrary.org/obo/HP_0031071,Abnormal endocrine morphology,2,1,1,29,133
http://purl.obolibrary.org/obo/HP_0031072,Abnormal endocrine physiology,2,1,2,20,142
http://purl.obolibrary.org/obo/HP_0031093,Abnormal breast morphology,2,1,17,47,0
http://purl.obolibrary.org/obo/HP_0031094,Abnormal breast physiology,2,1,4,4,43
http://purl.obolibrary.org/obo/HP_0031169,Postterm pregnancy,2,1,0,0,128
http://purl.obolibrary.org/obo/HP_0031217,Hot flashes,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0031352,Chest tightness,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0031550,Abnormal flow cytometry test result,2,1,1,11,266
http://purl.obolibrary.org/obo/HP_0031685,Abnormal stool composition,2,2,16,35,642
http://purl.obolibrary.org/obo/HP_0031703,Abnormal ear morphology,2,1,5,265,0
http://purl.obolibrary.org/obo/HP_0031704,Abnormal ear physiology,2,1,6,74,191
http://purl.obolibrary.org/obo/HP_0031801,Vocal cord dysfunction,2,1,2,7,0
http://purl.obolibrary.org/obo/HP_0031838,Presence of xenobiotic,2,1,5,40,637
http://purl.obolibrary.org/obo/HP_0032180,Abnormal circulating metabolite concentration,2,1,4,677,0
http://purl.obolibrary.org/obo/HP_0032243,Abnormal tissue metabolite concentration,2,1,11,49,628
http://purl.obolibrary.org/obo/HP_0032245,Abnormal metabolism,2,1,5,89,588
http://purl.obolibrary.org/obo/HP_0032251,Abnormal immune system morphology,2,1,3,316,723
http://purl.obolibrary.org/obo/HP_0033012,Abnormal salivary metabolite concentration,2,1,1,3,674
http://purl.obolibrary.org/obo/HP_0033047,Body ache,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0033331,Acute phase response,2,1,6,12,665
http://purl.obolibrary.org/obo/HP_0033334,Abnormal embryonic development,2,1,1,5,123
http://purl.obolibrary.org/obo/HP_0033665,Diminished health-related quality of life,2,1,2,2,93
http://purl.obolibrary.org/obo/HP_0033675,Frailty,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0033695,Occupational disability,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0033766,Polymelia,2,1,0,0,4408
http://purl.obolibrary.org/obo/HP_0033794,Acral overgrowth,2,1,0,0,38
http://purl.obolibrary.org/obo/HP_0033795,Growth without growth hormone,2,1,0,0,38
http://purl.obolibrary.org/obo/HP_0033796,Abnormal leukocyte physiology,2,2,3,201,98
http://purl.obolibrary.org/obo/HP_0033834,Malaise,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0033850,Coldness,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0034057,Fetal anomaly,2,1,2,128,0
http://purl.obolibrary.org/obo/HP_0034684,Abnormal enzyme concentration or activity,2,1,5,285,392
http://purl.obolibrary.org/obo/HP_0034930,Digestive system neoplasm,2,2,4,124,284
http://purl.obolibrary.org/obo/HP_0040068,Abnormality of limb bone,2,2,1,4408,1795
http://purl.obolibrary.org/obo/HP_0041079,Decreased body fat percentage,2,1,0,0,38
http://purl.obolibrary.org/obo/HP_0041117,Fractured lower limb segment,2,1,1,1,4407
http://purl.obolibrary.org/obo/HP_0041118,Fractured upper limb segment,2,1,1,3,4405
http://purl.obolibrary.org/obo/HP_0045026,Abnormal mediastinum morphology,2,1,5,5,0
http://purl.obolibrary.org/obo/HP_0100247,Recurrent singultus,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0100271,Hyponasal speech,2,1,0,0,7
http://purl.obolibrary.org/obo/HP_0100555,Asymmetric growth,2,1,4,13,25
http://purl.obolibrary.org/obo/HP_0100568,Neoplasm of the endocrine system,2,2,7,69,93
http://purl.obolibrary.org/obo/HP_0100589,Urogenital fistula,2,1,5,22,1180
http://purl.obolibrary.org/obo/HP_0100606,Neoplasm of the respiratory system,2,2,4,32,464
http://purl.obolibrary.org/obo/HP_0100758,Gangrene,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_0100763,Abnormality of the lymphatic system,2,2,7,103,936
http://purl.obolibrary.org/obo/HP_0100812,Halitosis,2,2,1,1,94
http://purl.obolibrary.org/obo/HP_0410008,Abnormality of the peripheral nervous system,2,1,3,67,1820
http://purl.obolibrary.org/obo/HP_0430030,Positive infectious agent test,2,1,21,170,507
http://purl.obolibrary.org/obo/HP_0500001,Body odor,2,1,3,4,91
http://purl.obolibrary.org/obo/HP_0500015,Abnormal cardiac test,2,1,5,7,892
http://purl.obolibrary.org/obo/HP_3000013,Abnormal platysma muscle morphology,2,3,0,0,843
http://purl.obolibrary.org/obo/HP_6000064,Excessive eructation,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_6000224,Delayed passage of meconium,2,1,0,0,128
http://purl.obolibrary.org/obo/HP_6000500,Extremities cold to touch,2,1,0,0,95
http://purl.obolibrary.org/obo/HP_6000818,Transverse terminal limb defect,2,1,3,10,4398
http://purl.obolibrary.org/obo/HP_6000840,Localized soft-tissue swelling on extremity,2,1,0,0,4408
http://purl.obolibrary.org/obo/HP_6001011,Wet voice,2,1,0,0,7
http://purl.obolibrary.org/obo/HP_6001159,Pulsatile mass in extremity,2,1,0,0,4408
http://purl.obolibrary.org/obo/HP_0000080,Abnormality of reproductive system physiology,3,1,7,105,287
http://purl.obolibrary.org/obo/HP_0000098,Tall stature,3,1,5,5,19
http://purl.obolibrary.org/obo/HP_0000132,Menorrhagia,3,2,0,0,55
http://purl.obolibrary.org/obo/HP_0000135,Hypogonadism,3,2,4,4,35
http://purl.obolibrary.org/obo/HP_0000223,Abnormality of taste sensation,3,2,4,4,613
http://purl.obolibrary.org/obo/HP_0000225,Gingival bleeding,3,2,0,0,55
http://purl.obolibrary.org/obo/HP_0000271,Abnormality of the face,3,1,14,1208,0
http://purl.obolibrary.org/obo/HP_0000356,Abnormality of the outer ear,3,1,4,155,0
http://purl.obolibrary.org/obo/HP_0000359,Abnormality of the inner ear,3,1,4,48,107
http://purl.obolibrary.org/obo/HP_0000364,Hearing abnormality,3,1,4,54,0
http://purl.obolibrary.org/obo/HP_0000370,Abnormality of the middle ear,3,1,7,55,100
http://purl.obolibrary.org/obo/HP_0000421,Epistaxis,3,2,1,1,113
http://purl.obolibrary.org/obo/HP_0000496,Abnormality of eye movement,3,1,16,185,0
http://purl.obolibrary.org/obo/HP_0000501,Glaucoma,3,1,3,6,179
http://purl.obolibrary.org/obo/HP_0000504,Abnormality of vision,3,1,18,171,14
http://purl.obolibrary.org/obo/HP_0000508,Ptosis,3,1,5,8,177
http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction,3,1,4,22,163
http://purl.obolibrary.org/obo/HP_0000553,Abnormal uvea morphology,3,1,5,90,318
http://purl.obolibrary.org/obo/HP_0000589,Coloboma,3,1,6,9,399
http://purl.obolibrary.org/obo/HP_0000591,Abnormal sclera morphology,3,1,13,18,390
http://purl.obolibrary.org/obo/HP_0000632,Lacrimation abnormality,3,1,6,12,173
http://purl.obolibrary.org/obo/HP_0000667,Phthisis bulbi,3,1,0,0,408
http://purl.obolibrary.org/obo/HP_0000759,Abnormal peripheral nervous system morphology,3,1,22,131,959
http://purl.obolibrary.org/obo/HP_0000771,Gynecomastia,3,1,0,0,14
http://purl.obolibrary.org/obo/HP_0000809,Urinary tract atresia,3,1,0,0,610
http://purl.obolibrary.org/obo/HP_0000823,Delayed puberty,3,2,3,3,21
http://purl.obolibrary.org/obo/HP_0000831,Insulin-resistant diabetes mellitus,3,2,2,3,0
http://purl.obolibrary.org/obo/HP_0000840,Adrenogenital syndrome,3,1,0,0,8
http://purl.obolibrary.org/obo/HP_0000841,Hyperactive renin-angiotensin system,3,1,0,0,6
http://purl.obolibrary.org/obo/HP_0000863,Central diabetes insipidus,3,1,0,0,0
http://purl.obolibrary.org/obo/HP_0000927,Abnormality of skeletal maturation,3,1,3,10,373
http://purl.obolibrary.org/obo/HP_0000929,Abnormal skull morphology,3,2,15,327,881
http://purl.obolibrary.org/obo/HP_0000970,Anhidrosis,3,1,0,0,7
http://purl.obolibrary.org/obo/HP_0000971,Abnormal sweat gland morphology,3,1,3,11,177
http://purl.obolibrary.org/obo/HP_0001155,Abnormality of the hand,3,1,7,2322,0
http://purl.obolibrary.org/obo/HP_0001250,Seizure,3,1,12,519,98
http://purl.obolibrary.org/obo/HP_0001279,Syncope,3,1,4,4,145
http://purl.obolibrary.org/obo/HP_0001283,Bulbar palsy,3,2,0,0,617
http://purl.obolibrary.org/obo/HP_0001298,Encephalopathy,3,1,11,15,602
http://purl.obolibrary.org/obo/HP_0001311,Abnormal nervous system electrophysiology,3,1,3,172,445
http://purl.obolibrary.org/obo/HP_0001392,Abnormality of the liver,3,1,4,209,0
http://purl.obolibrary.org/obo/HP_0001437,Abnormality of the musculature of the lower limbs,3,2,6,22,1609
http://purl.obolibrary.org/obo/HP_0001446,Abnormality of the musculature of the upper limbs,3,2,9,56,2266
http://purl.obolibrary.org/obo/HP_0001454,Abnormality of the upper arm,3,1,1,11,2311
http://purl.obolibrary.org/obo/HP_0001511,Intrauterine growth retardation,3,1,3,3,21
http://purl.obolibrary.org/obo/HP_0001541,Ascites,3,1,5,5,1
http://purl.obolibrary.org/obo/HP_0001551,Abnormal umbilicus morphology,3,1,7,7,6
http://purl.obolibrary.org/obo/HP_0001561,Polyhydramnios,3,1,0,0,1
http://purl.obolibrary.org/obo/HP_0001562,Oligohydramnios,3,1,0,0,1
http://purl.obolibrary.org/obo/HP_0001563,Fetal polyuria,3,1,0,0,1
http://purl.obolibrary.org/obo/HP_0001595,Abnormal hair morphology,3,1,11,188,0
http://purl.obolibrary.org/obo/HP_0001597,Abnormal nail morphology,3,1,29,115,73
http://purl.obolibrary.org/obo/HP_0001605,Vocal cord paralysis,3,2,3,5,0
http://purl.obolibrary.org/obo/HP_0001612,Weak cry,3,1,0,0,0
http://purl.obolibrary.org/obo/HP_0001615,Hoarse cry,3,1,0,0,0
http://purl.obolibrary.org/obo/HP_0001623,Breech presentation,3,1,3,3,0
http://purl.obolibrary.org/obo/HP_0001627,Abnormal heart morphology,3,1,20,343,197
http://purl.obolibrary.org/obo/HP_0001635,Congestive heart failure,3,1,2,2,147
http://purl.obolibrary.org/obo/HP_0001645,Sudden cardiac death,3,2,0,0,0
http://purl.obolibrary.org/obo/HP_0001681,Angina pectoris,3,1,0,0,149
http://purl.obolibrary.org/obo/HP_0001732,Abnormality of the pancreas,3,1,3,56,153
http://purl.obolibrary.org/obo/HP_0001743,Abnormality of the spleen,3,2,2,27,182
http://purl.obolibrary.org/obo/HP_0001760,Abnormal foot morphology,3,1,31,1631,0
http://purl.obolibrary.org/obo/HP_0001788,Premature rupture of membranes,3,1,2,2,1
http://purl.obolibrary.org/obo/HP_0001868,Autoamputation of foot,3,2,0,0,1393
http://purl.obolibrary.org/obo/HP_0001901,Polycythemia,3,1,2,2,44
http://purl.obolibrary.org/obo/HP_0001903,Anemia,3,1,6,46,0
http://purl.obolibrary.org/obo/HP_0001907,Thromboembolism,3,1,5,6,5
http://purl.obolibrary.org/obo/HP_0001909,Leukemia,3,2,5,22,150
http://purl.obolibrary.org/obo/HP_0001917,Renal amyloidosis,3,2,2,2,201
http://purl.obolibrary.org/obo/HP_0001933,Subcutaneous hemorrhage,3,2,3,8,47
http://purl.obolibrary.org/obo/HP_0001934,Persistent bleeding after trauma,3,1,0,0,55
http://purl.obolibrary.org/obo/HP_0001953,Diabetic ketoacidosis,3,2,0,0,3
http://purl.obolibrary.org/obo/HP_0001965,Abnormal scalp morphology,3,1,6,22,1186
http://purl.obolibrary.org/obo/HP_0001993,Ketoacidosis,3,2,3,3,9
http://purl.obolibrary.org/obo/HP_0002011,Morphological central nervous system abnormality,3,1,16,1090,0
http://purl.obolibrary.org/obo/HP_0002015,Dysphagia,3,2,6,6,611
http://purl.obolibrary.org/obo/HP_0002024,Malabsorption,3,1,3,4,67
http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,3,2,7,7,16
http://purl.obolibrary.org/obo/HP_0002087,Abnormality of the upper respiratory tract,3,1,3,97,167
http://purl.obolibrary.org/obo/HP_0002088,Abnormal lung morphology,3,1,18,264,0
http://purl.obolibrary.org/obo/HP_0002093,Respiratory insufficiency,3,1,7,13,22
http://purl.obolibrary.org/obo/HP_0002099,Asthma,3,2,3,3,32
http://purl.obolibrary.org/obo/HP_0002200,Pseudobulbar signs,3,1,2,2,615
http://purl.obolibrary.org/obo/HP_0002270,Abnormality of the autonomic nervous system,3,1,2,26,7
http://purl.obolibrary.org/obo/HP_0002315,Headache,3,1,7,9,608
http://purl.obolibrary.org/obo/HP_0002483,Bulbar signs,3,1,0,0,617
http://purl.obolibrary.org/obo/HP_0002509,Limb hypertonia,3,2,2,2,54
http://purl.obolibrary.org/obo/HP_0002522,Areflexia of lower limbs,3,2,2,3,1628
http://purl.obolibrary.org/obo/HP_0002578,Gastroparesis,3,2,0,0,71
http://purl.obolibrary.org/obo/HP_0002585,Abnormal peritoneum morphology,3,1,7,9,200
http://purl.obolibrary.org/obo/HP_0002600,Hyporeflexia of lower limbs,3,2,2,2,1629
http://purl.obolibrary.org/obo/HP_0002641,Peripheral thrombosis,3,1,0,0,11
http://purl.obolibrary.org/obo/HP_0002653,Bone pain,3,2,0,0,383
http://purl.obolibrary.org/obo/HP_0002659,Increased susceptibility to fractures,3,1,5,6,377
http://purl.obolibrary.org/obo/HP_0002665,Lymphoma,3,1,4,13,9
http://purl.obolibrary.org/obo/HP_0002721,Immunodeficiency,3,1,3,5,294
http://purl.obolibrary.org/obo/HP_0002733,Abnormal lymph node morphology,3,1,13,28,0
http://purl.obolibrary.org/obo/HP_0002754,Osteomyelitis,3,2,4,4,379
http://purl.obolibrary.org/obo/HP_0002793,Abnormal pattern of respiration,3,1,13,35,0
http://purl.obolibrary.org/obo/HP_0002813,Abnormal limb bone morphology,3,2,13,4407,0
http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,3,1,1,1,22
http://purl.obolibrary.org/obo/HP_0002835,Aspiration,3,1,0,0,35
http://purl.obolibrary.org/obo/HP_0002861,Melanoma,3,1,2,9,35
http://purl.obolibrary.org/obo/HP_0002863,Myelodysplasia,3,1,3,4,18
http://purl.obolibrary.org/obo/HP_0002894,Neoplasm of the pancreas,3,2,7,9,83
http://purl.obolibrary.org/obo/HP_0002898,Embryonal neoplasm,3,1,6,26,18
http://purl.obolibrary.org/obo/HP_0002916,Abnormality of chromosome segregation,3,1,2,3,188
http://purl.obolibrary.org/obo/HP_0002922,Increased CSF protein concentration,3,1,0,0,5
http://purl.obolibrary.org/obo/HP_0002926,Abnormality of thyroid physiology,3,1,10,43,0
http://purl.obolibrary.org/obo/HP_0002929,Leydig cell insensitivity to gonadotropin,3,1,0,0,8
http://purl.obolibrary.org/obo/HP_0002958,Immune dysregulation,3,1,0,0,299
http://purl.obolibrary.org/obo/HP_0002960,Autoimmunity,3,1,7,299,0
http://purl.obolibrary.org/obo/HP_0002973,Abnormal forearm morphology,3,1,7,183,2139
http://purl.obolibrary.org/obo/HP_0002981,Abnormality of the calf,3,1,3,73,1558
http://purl.obolibrary.org/obo/HP_0003010,Prolonged bleeding time,3,1,0,0,55
http://purl.obolibrary.org/obo/HP_0003111,Abnormal blood ion concentration,3,1,5,53,395
http://purl.obolibrary.org/obo/HP_0003142,Excessive purine production,3,1,0,0,64
http://purl.obolibrary.org/obo/HP_0003144,Increased serum serotonin,3,1,0,0,36
http://purl.obolibrary.org/obo/HP_0003204,Intracellular accumulation of autofluorescent lipopigment storage material,3,1,3,4,187
http://purl.obolibrary.org/obo/HP_0003216,Generalized amyloid deposition,3,1,0,0,3
http://purl.obolibrary.org/obo/HP_0003220,Abnormality of chromosome stability,3,1,2,5,186
http://purl.obolibrary.org/obo/HP_0003224,Increased cellular sensitivity to UV light,3,1,0,0,191
http://purl.obolibrary.org/obo/HP_0003254,Abnormality of DNA repair,3,1,5,5,186
http://purl.obolibrary.org/obo/HP_0003256,Abnormality of the coagulation cascade,3,1,6,63,0
http://purl.obolibrary.org/obo/HP_0003271,Visceromegaly,3,1,2,6,0
http://purl.obolibrary.org/obo/HP_0003281,Increased circulating ferritin concentration,3,2,0,0,6
http://purl.obolibrary.org/obo/HP_0003325,Limb-girdle muscle weakness,3,2,2,4,52
http://purl.obolibrary.org/obo/HP_0003326,Myalgia,3,1,2,2,21
http://purl.obolibrary.org/obo/HP_0003357,Thymic hormone decreased,3,1,0,0,2
http://purl.obolibrary.org/obo/HP_0003358,Elevated intracellular cystine,3,1,1,1,190
http://purl.obolibrary.org/obo/HP_0003388,Easy fatigability,3,2,0,0,617
